,0,1,2
149,Cphphil Violinstjerne.,"Fri 16 February 2018, 7.30 pm.
(Entrance fee: 210-410 DKK + evt. gebyr)(nan)","Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C"
150,CopenOpen poetry slam.,"Fri 16 February 2018, 7.30 pm  - 10 pm.
(Entrance fee: 30 DKK)(nan)","Huset KBH MusikcafÃ©en, RÃ¥dhusstrÃ¦de 13, 3. sal, Copenhagen K"
151,Dodo & the Dodo's.,"Fri 16 February 2018, 8 pm.
(Entrance fee: 275 DKK. + gebyr)(nan)","Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup"
152,SÃ¸s Fenger.,"Fri 16 February 2018, 8 pm.
(Entrance fee: 200 DKK)(nan)","IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j"
153,Nils Frahm (de).,"Fri 16 February 2018, 8 pm.
(Entrance fee: 270 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
154,Dansefest Med Blast.,"Fri 16 February 2018, 8 pm.
(Entrance fee: 225 DKK + gebtr / 250 DKK. i dÃ¸ren)(nan)","K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S"
155,Corroded.,"Fri 16 February 2018, 8 pm.
(Entrance fee: 195,00 DKK)(nan)","Pumpehuset, StudiestrÃ¦de 52, Copenhagen V"
156,Carl Emil Petersen - Solo.,"Fri 16 February 2018, 8 pm.
(Entrance fee)(nan)","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre"
157,Zier Romme Larsen Kvartet // Vinterjazz 2018.,"Fri 16 February 2018, 9 pm.
(Entrance fee: Forsalg: 60 - 80 DKK // I dÃ¸ren: 80 - 100 DKK)(nan)","Karens Minde Kulturhus, Wagnersvej 19, Copenhagen SV"
158,Dorado Schmitt All Star Quintet - gypsy/jazz.,"Fri 16 February 2018, 9 pm.
(Entrance fee: 165,00 dkk - 295,00 dkk)(nan)","Bartof Station, Solbjergvej 3, Frederiksberg"
159,Guds nÃ¥de er en vintergÃ¦k.,"Fri 16 February 2018, 9 pm.
(Free admission)(nan)","Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K"
160,Maleek Berry (NG/UK).,"Sat 17 February 2018, kl. 00.
(nan)","Rust, Guldbergsgade 8, Copenhagen N"
161,OrgelmatinÃ©.,"Sat 17 February 2018, 12 am.
(Free admission)(nan)","Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K"
162,Wallace/Wamberg/Petri Trio.,"Sat 17 February 2018, 2.30 pm.
(Entrance fee: 100,-(80,-))(nan)","Jazzcup, Gothersgade 107, Copenhagen K"
163,Bachs genbrug / Concerto Copenhagen.,"Sat 17 February 2018, 4 pm.
(Entrance fee: DKK. 200/stud. med gyldigt Ã¥rskort DKK. 50)(nan)","Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K"
164,Jazz: Moderne Big Bands.,"Sat 17 February 2018, 7 pm.
(nan)","GXU - Gladsaxe 10. klasse og ungdomsskole (tidl. Marienlyst Skole), Gladsaxevej 198, SÃ¸borg"
165,Lady Gaga - Joanne World Tour.,"Sat 17 February 2018, 7.30 pm.
(Entrance fee: 430,00 dkk - 800,00 dkk)(nan)","Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S"
166,Det Ã…bne Hus spiller op til folkedans pÃ¥ Stades Krog 9.,"Sat 17 February 2018, 8 pm.
(Entrance fee: 40 DKK)(nan)","Lyngby SognegÃ¥rd, Stades Krog 9, Kongens Lyngby"
167,Ester Brohus.,"Sat 17 February 2018, 8 pm.
(Entrance fee)(nan)","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre"
168,TOTO - 40 Trips Around The Sun Tour.,"Sat 17 February 2018, 8 pm.
(Entrance fee: 435,00 dkk - 735,00 dkk)(nan)","Forum Copenhagen, Julius Thomsens Plads 1, Frederiksberg C"
169,Girls in Airports.,"Sat 17 February 2018, 8 pm.
(Entrance fee: 145 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
170,Electric Guitars.,"Sat 17 February 2018, 9 pm.
(Entrance fee: 175,00 DKK)(nan)","Templet, Jernbanevej 16, Kongens Lyngby"
171,Roben og Knud.,"Sat 17 February 2018, 9 pm.
(Entrance fee)(nan)","Amager Bio, Ã˜resundsvej 6, Copenhagen S"
172,New Orleans Remixed - Beats and Beads feat. Rosa Lux/Sasha Masakowski/Johan Bylling Lang (US/DK).,"Sat 17 February 2018, 9 pm  - 11 pm.
(Entrance fee: 100 DKK + gebyr i forslag - 125 DKK i dÃ¸ren)(nan)","K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S"
173,1/2 12 Koncerter.,"Sun 18 February 2018, 11.30 am.
(Entrance fee: 90 DKK. medlemmer af Venneforening 50 DKK)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
174,Jazz Menu - ForÃ¥r 2018.,"Sun 18 February 2018, 1 pm.
(Entrance fee: 110 DKK)(nan)","IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j"
175,Kastelskirkens SÃ¸ndagskoncerter.,"Sun 18 February 2018, 2 pm.
(Free admission)(nan)","Kastelskirken, Kastellet 50, Copenhagen Ã˜"
176,Katrine Bille med band.,"Sun 18 February 2018, 2 pm.
(Entrance fee: 115,00 DKK)(nan)","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre"
177,Daniel Waade.,"Sun 18 February 2018, 3 pm.
(Free admission)(nan)","Vor Frelsers Kirke, Sankt AnnÃ¦ Gade 29, Copenhagen K"
178,Emil Gryesten: Pianist. 5. koncert i Lyngby TaarbÃ¦k Musikforening.,"Sun 18 February 2018, 4 pm.
(Entrance fee: 130 DKK.)(nan)","Stadsbiblioteket i Lyngby, Lyngby Hovedgade 28, Kongens Lyngby"
179,ForfÃ¸rende flÃ¸jtetoner.,"Sun 18 February 2018, 4 pm  - 9 pm.
(nan)","Husumvold Kirke, Gadelandet 25, BrÃ¸nshÃ¸j"
180,Wiener Johann Strauss Konzert-Gala.,"Mon 19 February 2018, 7.30 pm.
(Entrance fee: 300 - 890 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
181,Sinne Eeg.,"Mon 19 February 2018, 8 pm.
(Entrance fee: 245 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
182,De 12 Tenorer.,"Tues 20 February 2018, 8 pm.
(Entrance fee: 125,00 dkk - 520,00 dkk)(nan)","Operaen, Ekvipagemestervej 10, Copenhagen K"
183,"Kammermusikforeningen af 1911, Copenhagen Piano Quartet.","Wed 21 February 2018, 7.30 pm.
(Entrance fee: Ikke-medlemmer 130 DKK.)(nan)","Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K"
184,Studiekoncert i Jesuskirken.,"Wed 21 February 2018, 7.30 pm  - 8.30 pm.
(nan)","Jesuskirken, KirkevÃ¦nget 5 A, Valby"
185,Belle & Sebastian.,"Wed 21 February 2018, 8 pm.
(Entrance fee: 285 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
186,Barbara Moleko.,"Wed 21 February 2018, 8 pm.
(Entrance fee: 235 DKK + evt. gebyr)(nan)","Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup"
187,Musikalsk underholdning med Marete Ruud Hansen.,"Thur 22 February 2018, 1.30 pm.
(Entrance fee: 30 DKK.)(nan)","Glostrup Bibliotek, KildevÃ¦ldets AllÃ© 5, Glostrup"
188,Jens Jacob Tychsen og Henrik Krogsgaard.,"Thur 22 February 2018, 6 pm.
(Entrance fee: 435,- inkl. Tapas)(nan)","Restaurant Beghuset, Strandgade 14, DragÃ¸r"
189,Syng Sammen Aften.,"Thur 22 February 2018, 7.30 pm.
(Free admission)(nan)","Rheumhus, Albjergparken 4, BrÃ¸ndby Strand"
190,Copenhagen Washboard Five.,"Thur 22 February 2018, 7.30 pm.
(nan)","Jonstruphus, Jonstrupvangvej 159, VÃ¦rlÃ¸se"
191,Rejse gennem Danmark.,"Thur 22 February 2018, 7.30 pm  - 10 pm.
(Entrance fee: Medlemmer gratis gÃ¦ster 50 DKK.)(nan)","Telefonfabrikken - Gladsaxe Kulturhus, Telefonvej 8, SÃ¸borg"
192,Phil Bates & Band perform the music of E.L.O.,"Thur 22 February 2018, 8 pm.
(Entrance fee: 355,00 DKK)(nan)","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre"
193,Stine Bramsen.,"Thur 22 February 2018, 8 pm.
(Entrance fee: 195 - 320 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
194,Koppel - Sonne - Binzer.,"Thur 22 February 2018, 9 pm.
(Entrance fee: 345 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
195,"Morten GrÃ¸nvad ""The End"".","Fri 23 February 2018, 3.30 pm.
(Entrance fee: 120,-(100,-))(nan)","Jazzcup, Gothersgade 107, Copenhagen K"
196,Fredagskoncert: Musik For To Orgler.,"Fri 23 February 2018, 4.30 pm  - 5.30 pm.
(nan)","Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K"
197,Cphphil MÃ¦gtige Bruckner.,"Fri 23 February 2018, 7.30 pm.
(Entrance fee: 210-410 DKK + evt. gebyr)(nan)","Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C"
198,"Old World, New World.","Fri 23 February 2018, 7.30 pm.
(nan)","Kingos Kirke, Bragesgade 35, Copenhagen N"
199,ThorbjÃ¸rn Risager.,"Fri 23 February 2018, 8 pm.
(Entrance fee: 185 DKK + evt. gebyr)(nan)","Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup"
200,Paul Harrison Band pÃ¥ 20 Ã¥rs jubilÃ¦umsturnÃ©.,"Fri 23 February 2018, 8 pm.
(Entrance fee: 120/80)(nan)","Baghuset, Sct. Jacobsvej 1, Ballerup"
201,Tyga.,"Fri 23 February 2018, 8 pm.
(Entrance fee: 300,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
202,Route 66 - 60'er musik - Roosters.,"Fri 23 February 2018, 8.30 pm  - kl. 00.30.
(Entrance fee: 100/140)(nan)","EllegÃ¥rden, Stavnsholtvej 168, Farum"
203,Hayseed Dixie.,"Fri 23 February 2018, 9 pm.
(Entrance fee: 170 DKK)(nan)","Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K"
204,Banana Republiq feat. Chris Clermont (US).,"Fri 23 February 2018, 9 pm  - 11 pm.
(Entrance fee: 100kr. + gebyr i forsalg - 120kr. i dÃ¸ren)(nan)","K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S"
205,Mgp 18 Galla - KÃ¸benhavn.,"Sat 24 February 2018, 11 am  & 3 pm.
(Entrance fee: 180 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
206,OrgelmatinÃ©.,"Sat 24 February 2018, 12 am.
(Free admission)(nan)","Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K"
207,Jonathan Siahaan.,"Sat 24 February 2018, 12.30 am  - 1.30 pm.
(nan)","Flintholm Kirke, Junggreensvej 14, Frederiksberg"
208,"""Pepper Spray"".","Sat 24 February 2018, 2.30 pm.
(Entrance fee: 100,-(80,-))(nan)","Jazzcup, Gothersgade 107, Copenhagen K"
209,Koncertserien 24 - koncerter med unge talenter.,"Sat 24 February 2018, 4 pm.
(Free admission)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
210,Koncert: Beethoven#2.,"Sat 24 February 2018, 7 pm  - 10 pm.
(nan)","Husum Kirke, Korsager AllÃ© 14, BrÃ¸nshÃ¸j"
211,Ester Brohus.,"Sat 24 February 2018, 8 pm.
(Entrance fee: 225 DKK)(nan)","StÃ¸berihallen, Titangade 16 A, Copenhagen N"
212,Sko / torp.,"Sat 24 February 2018, 8 pm.
(Entrance fee: 225 DKK + gebtr / 250 DKK. i dÃ¸ren)(nan)","K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S"
213,Roxy Jules + Wild Forest.,"Sat 24 February 2018, 8.30 pm.
(Entrance fee: 70 DKK. inkl. gebyr)(nan)","Kulturstationen VanlÃ¸se, Frode Jakobsens Plads 4 / Jernbane AllÃ© 38, VanlÃ¸se"
214,Heimatt.,"Sat 24 February 2018, 9 pm.
(Entrance fee: 170 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
215,Here Lies Man (US).,"Sat 24 February 2018, 9 pm.
(Entrance fee: 135 DKK)(nan)","Global Copenhagen, NÃ¸rre AllÃ© 7, Copenhagen N"
216,Ã…h Abe - BÃ¸rne Jazzkoncert.,"Sun 25 February 2018, 1 pm.
(Entrance fee: 55 DKK)(nan)","IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j"
217,Kastelskirkens SÃ¸ndagskoncerter.,"Sun 25 February 2018, 2 pm.
(Free admission)(nan)","Kastelskirken, Kastellet 50, Copenhagen Ã˜"
218,Koncert i SolgÃ¥rdens CafÃ©.,"Sun 25 February 2018, 2.30 pm.
(Free admission)(nan)","SolgÃ¥rden plejehjem, Virumvej 125, Virum"
219,PrÃ¦dikerens Bog og Skibsforlis for stemme og orgel.,"Sun 25 February 2018, 3 pm.
(Free admission)(nan)","Vor Frelsers Kirke, Sankt AnnÃ¦ Gade 29, Copenhagen K"
220,"""Cohen i kirken"".","Sun 25 February 2018, 4 pm  - 5 pm.
(nan)","HÃ¸jdevangskirken, Irlandsvej 45, Copenhagen S"
221,PalÃ¦ Bar Jazz.,"Sun 25 February 2018, 5 pm  - 8 pm.
(nan)","PalÃ¦ Bar, Ny Adelgade 5, Copenhagen K"
222,Halfdanskerne.,"Sun 25 February 2018, 7.30 pm  - 9.30 pm.
(Entrance fee: 120kr. + gebyr i forsalg - 140kr. i dÃ¸ren)(nan)","K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S"
223,The Killers.,"Sun 25 February 2018, 8 pm.
(Entrance fee: 480,00 dkk - 650,00 dkk)(nan)","Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S"
224,Superorganism (UK/US).,"Sun 25 February 2018, 8 pm.
(Entrance fee: 135,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
225,Mestre pÃ¥ Mandage - Gert Mortensens 60-Ã¥rs fÃ¸dselsdagskoncert.,"Mon 26 February 2018, 7.30 pm.
(Free admission)(nan)","Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C"
226,Rag'n'Bone Man: Grande Reserve Tour.,"Mon 26 February 2018, 8 pm.
(Entrance fee: 325,00 DKK)(nan)","Forum Copenhagen, Julius Thomsens Plads 1, Frederiksberg C"
227,PartyNextDoor - Infinity Tour.,"Mon 26 February 2018, 9 pm.
(Entrance fee: 370 - 891 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
228,FolkemusikfÃ¦llesskaber og -institutioner i 1970'erne og 2010'erne v. Lene Halskov Hansen.,"Tues 27 February 2018, 7.30 pm.
(Free admission)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
229,Russ - There's Really A Wolf In Europe Tour.,"Tues 27 February 2018, 9 pm.
(Entrance fee: 275 - 1545 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
230,Lhuma (50/50 koncert).,"Wed 28 February 2018, 7.30 pm.
(Entrance fee: 55 DKK)(nan)","IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j"
231,Debutkoncert - James Black.,"Wed 28 February 2018, 7.30 pm.
(Free admission)(nan)","Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C"
232,Carl Emil solo.,"Wed 28 February 2018, 8 pm.
(Entrance fee: 160 DKK)(nan)","Klauzdal, Klausdalsbrovej 336, Herlev"
233,Sankt Petersborg Musikaften.,"Wed 28 February 2018, 8.00 pm  - 10.00 pm.
(Entrance fee: 150kr/ 120 DKK mdl. ved dÃ¸ren)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
234,Charlie Parr (us).,"Wed 28 February 2018, 9.30 pm.
(Free admission)(nan)","Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K"
235,Koncert med BersÃ¦rk.,"Thur 1 March 2018, 7 pm.
(Free admission)(nan)","KU.BE, Dirch Passers AllÃ© 4, Frederiksberg"
236,"ALL SWING & BOSSA, Ole Schmidt, tenorsax og JÃ¸rgen Schaarup, guitar.","Thur 1 March 2018, 7 pm  - 9 pm.
(nan)","Argentinsk Vinbar Tango y Vinos, Herluf Trolles gade 9, Copenhagen K"
237,Luisi & Beethovens 5.,"Thur 1 March 2018, 7.30 pm.
(Entrance fee: 85 - 497 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
238,Kim Larsen & Kjukken (DK) - Ekstra koncert - UDSOLGT.,"Thur 1 March 2018, 8 pm.
(Entrance fee: 375,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
239,Kendrick Lamar - The Damn. Tour - Udsolgt/venteliste.,"Thur 1 March 2018, 8 pm.
(Entrance fee: 425,00 dkk - 755,00 dkk)(nan)","Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S"
240,"Profanatica, Auroch, Rites Of Thy Degringolade @ Loppen.","Thur 1 March 2018, 8.30 pm.
(Entrance fee: 99 DKK)(nan)","Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K"
241,Chimbos Revival.,"Thur 1 March 2018, 9 pm.
(nan)","Drop Inn, KompagnistrÃ¦de 34, Copenhagen K"
242,Jethro Tull by Ian Andersen.,"Fri 2 March 2018, 7 pm.
(Entrance fee: 495,00 dkk - 1500,00 dkk)(nan)","Docken KÃ¸benhavn, Nordhavnen, FÃ¦rgehavnsvej 35, Nordhavn"
243,Sko/torp.,"Fri 2 March 2018, 7 pm.
(Entrance fee: 820,00 DKK)(nan)","Skovshoved Hotel, Strandvejen 267, Charlottenlund"
244,Jazz Band Ball med South Coast Stompers.,"Fri 2 March 2018, 7 pm.
(Entrance fee: Kr. 60,-)(nan)","Foreningshuset, HÃ¸jnÃ¦svej 63, RÃ¸dovre"
245,Luisi & Beethovens 5.,"Fri 2 March 2018, 7.30 pm.
(Entrance fee: 85 - 497 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
246,Pink Floyd Project - 50 Years of Floyd.,"Fri 2 March 2018, 8 pm.
(Entrance fee: 285 KR. + Gebyr)(nan)","Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup"
247,Thomas Helmig + Support.,"Fri 2 March 2018, 8 pm.
(Entrance fee: 375 DKK)(nan)","Ballerup Super Arena, Ballerup IdrÃ¦tsby 4, Ballerup"
248,Sonja Hald.,"Fri 2 March 2018, 8 pm.
(Entrance fee: 140,00 DKK)(nan)","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre"
249,Lis SÃ¸rensen.,"Fri 2 March 2018, 8 pm.
(Entrance fee: 300,00 dkk - 500,00 dkk)(nan)","Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K"
250,Rasmus Lyberth.,"Fri 2 March 2018, 8 pm.
(Entrance fee: 175 DKK)(nan)","IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j"
251,Kim Larsen & Kjukken (dk) - Udsolgt.,"Fri 2 March 2018, 8 pm.
(Entrance fee: 375,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
252,Binkbeats (NL).,"Fri 2 March 2018, 8 pm.
(Entrance fee: 165,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
253,Cindy Wilson (US).,"Fri 2 March 2018, 8 pm.
(Entrance fee: 250,00 DKK)(nan)","Hotel Cecil, Niels Hemmingsens Gade 10, Copenhagen K"
254,Six City Stompers Med Mads Mathias.,"Fri 2 March 2018, 9 pm.
(Entrance fee: Entre billet 125 DKK, Entre + Jazzmenu 275 DKK)(nan)","EllegÃ¥rden, Stavnsholtvej 168, Farum"
255,Lisztige Rapsodier.,"Sat 3 March 2018, 4 pm.
(Entrance fee: 100 for voksne, gratis for bÃ¸rn under 18 Ã¥r)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
256,Monk Parker (US).,"Sat 3 March 2018, 8 pm.
(Entrance fee: 145,00 DKK)(nan)","Ideal Bar, Enghavevej 40, Copenhagen V"
257,Kellermensch.,"Sat 3 March 2018, 8 pm.
(Entrance fee: 195 - 245 DKK)(nan)","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C"
258,Piano Battle 2018.,"Sat 3 March 2018, 8 pm.
(Entrance fee: 80 DKK.)(nan)","Baghuset, Sct. Jacobsvej 1, Ballerup"
259,The script.,"Sat 3 March 2018, 8 pm.
(Entrance fee: 350,00 dkk - 720,00 dkk)(nan)","TAP1, Raffinaderivej 10, Copenhagen S"
260,JazzaBrasil.,"Sat 25 November 2017, 3 pm.
(Entrance fee: 50 DKK)(nan)","Christianshavns Beboerhus, Dronningensgade 34, Copenhagen K"
261,"Koncert med John Kruse, Kim Bak Dinitzen og Elisabeth Westenholz.","Sat 25 November 2017, 3 pm  - 4 pm.
(nan)","Christians Kirke, Strandgade 1, Copenhagen K"
262,VelgÃ¸renhedskoncert ved Tommy Wedel/Knud Rasmussen.,"Sat 25 November 2017, 3 pm  - 8 pm.
(nan)","Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum"
263,Julekoncert med SÃ¸s Fenger.,"Sat 25 November 2017, 4 pm.
(Entrance fee: LÃ¸ssalg: 290 DKK)(nan)","Operaen, Ekvipagemestervej 10, Copenhagen K"
264,Musik for alle - spillet af bÃ¸rn.,"Sat 25 November 2017, 4 pm  - 5 pm.
(nan)","Hendriksholm Kirke, Damhus Boulevard 70, RÃ¸dovre"
265,Koncert og foredrag.,"Sat 25 November 2017, 4.00 pm.
(Free admission)(nan)","Filips Kirke, Kastrupvej 57, Copenhagen S"
266,Single Rocks store Julefest med band.,"Sat 25 November 2017, 6 pm.
(Entrance fee: EntrÃ© og spisning 325 DKK)(nan)","CafÃ© Ae, Frederikssundsvej 7, Copenhagen NV"
267,KettleMetal.,"Sat 25 November 2017, 6 pm  - 3 am.
(Entrance fee: 99 i forsalg / 120 i dÃ¸ren)(nan)","MusikhÃ¸jskolen, Smallegade 12, Frederiksberg"
268,Kreshme Ensemble.,"Sat 25 November 2017, 7 pm.
(Entrance fee: Billetter 150 DKK)(nan)","Kulturhuset BrÃ¸nden, BrÃ¸ndby Strand Centrum 60, BrÃ¸ndby Strand"
269,Syngesalon med saxofonist Hans Ulrik.,"Sat 25 November 2017, 7 pm.
(Entrance fee: 150)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
270,Adventskoncert med Gospel Unusual.,"Sat 25 November 2017, 7 pm  - 8.30 pm.
(nan)","BellahÃ¸j og Utterslev kirker, Kirkekontor: Frederikssundsvej 125 A, BrÃ¸nshÃ¸j"
271,Savage Rose.,"Sat 25 November 2017, 8 pm.
(Entrance fee: 320 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
272,The War On Drugs (us).,"Sat 25 November 2017, 8 pm.
(Entrance fee: 450 DKK)(nan)","TAP1, Raffinaderivej 10, Copenhagen S"
273,The Minds Of 99.,"Sat 25 November 2017, 8 pm.
(nan)","Den GrÃ¥ Hal, Christiania, Refshalevej 2, Copenhagen K"
274,Vinbar med tapas og live musik.,"Sat 25 November 2017, 8 pm.
(Free admission)(nan)"," Cafe Delight ApS, Borups Alle 112, Frederiksberg"
275,Frede Fup.,"Sat 25 November 2017, 8 pm.
(Entrance fee: Billetter 100 DKK)(nan)","Kulturhuset Kilden, NygÃ¥rds Plads 31, BrÃ¸ndby"
276,"Sangbar Ã†,Ã˜&Ã… - November.","Sat 25 November 2017, 8 pm.
(Entrance fee: 30,-)(nan)","Christianshavns Beboerhus, Dronningensgade 34, Copenhagen K"
277,Mozzik.,"Sat 25 November 2017, 8 pm.
(Entrance fee: 150 DKK + evt. gebyr)(nan)","Baltoppen Live, Baltorpvej 20, Ballerup"
278,Pernille BÃ©vort: Radio BÃ©vort.,"Sat 25 November 2017, 8 pm.
(Entrance fee: 285 DKK + evt. gebyr)(nan)","Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K"
279,Scandinavian Pink Floyd Project - FÃ¥ billetter!,"Sat 25 November 2017, 8 pm.
(Entrance fee: 295,00 DKK)(nan)","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre"
280,Steven Wilson (uk) - FÃ¥ Billetter.,"Sat 3 March 2018, 8 pm.
(Entrance fee: 350,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
281,Pink Floyd Project - Wish You Were Here Tour.,"Sat 3 March 2018, 9 pm.
(Entrance fee: 295,00 DKK)(nan)","Den GrÃ¥ Hal, Christiania, Refshalevej 2, Copenhagen K"
282,Baby In Vain (DK).,"Sat 3 March 2018, 9 pm.
(Entrance fee: 165,00 DKK)(nan)","VEGA, Enghavevej 40, Copenhagen V"
283,Kajsa Vala - MusikcafÃ©en.,"Sat 3 March 2018, 9 pm.
(Entrance fee)(nan)","Huset KBH MusikcafÃ©en, RÃ¥dhusstrÃ¦de 13, 3. sal, Copenhagen K"
284,Sebastian Klein.,"Sun 4 March 2018, 11 am.
(Entrance fee: 165 DKK)(nan)","Galaksen, Bymidten 48, VÃ¦rlÃ¸se"
285,Jacob Fischers Kvartet.,"Sun 4 March 2018, 12 am.
(nan)","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre"
286,"Arild Kvartetten spiller Beethoven, LvB#2.","Sun 4 March 2018, 12 am.
(Entrance fee: 200 DKK)(nan)","Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K"
287,SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,"Sun 4 March 2018, 2 pm  - 5 pm.
(Entrance fee: 50 DKK.)(nan)","RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre"
288,Cool Sweetness Sextet.,"Sun 4 March 2018, 3 pm.
(Entrance fee: 100,-/70,-)(nan)","SofiekÃ¦lderen, Overgaden Oven Vandet 32, Copenhagen K"
289,Koncert med Studentersangerne.,"Sun 4 March 2018, 3 pm  - 4 pm.
(nan)","Hans Egedes Kirke, Vardegade 14, Copenhagen Ã˜"
290,Unge spiller klassisk - intim koncert.,"Sun 4 March 2018, 3 pm  - 4 pm.
(Entrance fee: 50,00 DKK i DÃ¸ren)(nan)","Metronomen, GodthÃ¥bsvej 33, Frederiksberg"
291,Koncert med OBG-Brass.,"Sun 4 March 2018, 3 pm  - 4.30 pm.
(nan)","Christianskirken, Christian X's AllÃ© 122, Kongens Lyngby"
292,Koncert med Lee Trio (NÃ¸debo Kultur).,"Mon 5 March 2018, 7.30 pm  - 11.45 pm.
(nan)","Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum"
293,The Steve Rothery Band.,"Mon 5 March 2018, 8 pm.
(Entrance fee: 420,00 dkk - 520,00 dkk)(nan)","Teatermuseet i Hofteatret, Christiansborg Ridebane 18, Copenhagen K"
